精选频道,#genre#
邯郸新闻综合,https://jwcdnqx.hebyun.com.cn/live/hdxwzh/1500k/tzwj_video.m3u8#https://jwliveqxzb.hebyun.com.cn/hdxwzh/hdxwzh.m3u8#http://live.hd.hdbs.cn/video/s10001-2021hdxwzh/index.m3u8#rtmp://live.hd.hdbs.cn/video/s10001-2020hdxwzh
含山新闻综合,https://live.fst1994.net/hls/hanshanzh/index.m3u8
汉寿综合,https://liveplay-srs.voc.com.cn/hls/tv/31_226756.m3u8
和县新闻综合,https://live.fst1994.net/hls/hexianzh/index.m3u8
河北都市,http://tv.pull.hebtv.com/jishi/dushipindao.flv?t=2510710360&k=7bd4710986c2af7552dcf3d4686da62b
河北公共,http://tv.pull.hebtv.com/jishi/gonggongpindao.flv?t=2510710360&k=cff96e95e38e24efef71d7b2d9e884b9#http://tv.pull.hebtv.com/jishi/gonggongpindao.m3u8?t=2510710360&k=753a034a499730b224c99667ec91eb4e
河北经济,http://tv.pull.hebtv.com/jishi/jingjishenghuo.flv?t=2510710360&k=6494958546ba14f920b575250b82577d#http://tv.pull.hebtv.com/jishi/jingjishenghuo.m3u8?t=2510710360&k=5ae52d7ff5118e85c19a12237a3518cb#https://jwplay.hebyun.com.cn/live/hbsrtv/1500k/tzwj_video.m3u8
河北农民,http://tv.pull.hebtv.com/jishi/nongminpindao.flv?t=2510710360&k=644e1285d17a22dfa4febf82d6a7edb5#http://tv.pull.hebtv.com/jishi/nongminpindao.m3u8?t=2510710360&k=1c19f1e16256d45e9fdcb9b6725647cc
河北少儿科教,http://tv.pull.hebtv.com/jishi/shaoerkejiao.flv?t=2510710360&k=9a91756059554d7dceec82db96be148b#http://tv.pull.hebtv.com/jishi/shaoerkejiao.m3u8?t=2510710360&k=35e8479f6ac81ee25729454e88afa17c
河北影视剧,http://tv.pull.hebtv.com/jishi/yingshijupindao.flv?t=2510710360&k=615492494de96b182322e871a6df4eb2#http://tv.pull.hebtv.com/jishi/yingshijupindao.m3u8?t=2510710360&k=22da13f91d94e04e4935c5ed39dbdb62
河南电视剧,http://61.163.181.78:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
河南都市,http://61.163.181.78:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
河南法治,http://61.163.181.78:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
河南民生,http://61.163.181.78:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
河南移动戏曲,http://live.dxhmt.cn:9080/19903718786/a9aab4c5eef74da18d684c75c6dd7e10.m3u8#kdsvod://http://v.91kds.com/b7/hatv.m3u8?id=haydxq&pwd=jsdecodeUser-Agent=Mozilla/5.0
河源公共,http://tmpstream.hyrtv.cn/hygg/playlist.m3u8?_upt=c9befc281606112199?zguangd#http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8?zguangd#http://php.jdshipin.com:8880/chudian.php?id=hygg#http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
河源综合,http://php.jdshipin.com:8880/chudian.php?id=hyzh#http://tmpstream.hyrtv.cn/xwzh/playlist.m3u8?_upt=407e01941606112151?zguangd
菏泽经济生活,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8
菏泽新闻综合,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8#http://live.hznet.tv:1935/live/live1/500k/tzwj_video.m3u8
菏泽影视,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8
贺州综合频道,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
鹤壁综合频道,http://pili-live-hls.hebitv.com/hebi/hbtv.m3u8#htmlplay://https://web.guangdianyun.tv/tv/?id=340&uin=1465
鹤山综合,http://php.jdshipin.com:8880/chudian.php?id=hszh
黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8
横州新闻综合,http://live.nnnews.net/video/s10004-hztv-hd/index.m3u8
衡水公共频道,http://hls.hsrtv.cn/live/hshstv2.m3u8
衡水新闻综合,http://hls.hsrtv.cn/live/hshstv1.m3u8
衡阳综合,https://liveplay-srs.voc.com.cn/hls/tv/183_554704.m3u8
红安综合,https://hongan-live21.cjyun.org/10063/s10063-HAZH.m3u8?auth_key=1735660799-0-0-72da7166f8c3751c49c5feb5b24b54b8
红河县综合,http://tv.drs.hhtv.cc:8100/channellive/hhxdst.flv
红河州公共频道,http://file.hhtv.cc/nmip-media/channellive/channel101239/playlist.m3u8#http://tv.drs.hhtv.cc:8100/channellive/hhtv-2.flv#http://tv.drs.hhtv.cc:8100/channellive/hhtv-2.flv?zyund
红河州新闻综合,http://file.hhtv.cc/nmip-media/channellive/channel100708/playlist.m3u8#http://tv.drs.hhtv.cc:8100/channellive/hhtv-1.flv#http://tv.drs.hhtv.cc:8100/channellive/hhtv-1.flv?zyund
洪雅新闻综合,http://117.172.215.250:8083/videos/live/35/39/GQVbrgob5CGJM/GQVbrgob5CGJM.M3U8
壶关电视台,http://zmjp3jin.live.sxmty.com/live/hls/268fe96f955d496db37fb10bb887cda9/fc196029d289449ea524a94a95379a0d.m3u8#http://zmjp3jin.live.sxmty.com/live/hls/268fe96f955d496db37fb10bb887cda9/fc196029d289449ea524a94a95379a0d.m3u8?zshanxd
葫芦岛新闻综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000284
湖南爱晚,http://php.jdshipin.com:8880/iptv.php?id=hngg
湖南电视剧,http://php.jdshipin.com:8880/iptv.php?id=hndsj
湖南电影,http://php.jdshipin.com:8880/iptv.php?id=hndy
湖南都市,http://php.jdshipin.com:8880/iptv.php?id=hnds
湖南国际,http://php.jdshipin.com:8880/iptv.php?id=hngj
湖南经视,http://php.jdshipin.com:8880/iptv.php?id=hnjs
湖南娱乐,http://php.jdshipin.com:8880/iptv.php?id=hnyl
湖州公共民生,http://hzcm-live.media.hugd.com/1e6b554b9ab74513958c0e1ffe664d22/9acaa7634309494cb29a85eb12136607.m3u8?auth_key=2272900830-9a2389b8bf4e49d580d4ad807423d326-0-ea78a5c7a678c436263582d368f5009e
湖州文化娱乐,http://hzcm-live.media.hugd.com/613c47f0ab0d4eaa98b21378d0db6ded/0051d31c9dd543a7825eea4e49675b2a.m3u8?auth_key=2277598059-0a5ebfa1c0dc4671b42a60810fc37039-0-fa625b7d1feab612062453c12e3c8887
湖州新闻综合,http://hzcm-live.media.hugd.com/3f5fa7d64c7c46a38c6bd8ad35e836cc/65128273761b4731ae53729ea6dcf932.m3u8?auth_key=2277598215-9d21c15111244bea8d298c361d31a72e-0-d031198f58d44b0e91ba2e3f3b188865
花垣综合,https://liveplay-srs.voc.com.cn/hls/tv/134_d590ee.m3u8
华龙有线,http://live.dxhmt.cn:9081/tv/10902-1.m3u8
滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8#http://live.dxhmt.cn:9081/tv/10526-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8?zhend
化州综合,http://php.jdshipin.com:8880/chudian.php?id=hzzh
桦甸综合,http://stream10.jlntv.cn/huadian/sd/live.m3u8#http://stream10.jlntv.cn/huadian/sd/live.m3u8?zjild
怀集综合,http://php.jdshipin.com:8880/chudian.php?id=hjzh
淮安无线,http://live1.habctv.com/ysylsl/sd/live.m3u8#http://live1.habctv.com/ysylsl/sd/live.m3u8?zjiangsd
淮北经济生活,https://live.hbnews.net/video/ggpd/index.m3u8
淮北矿业新闻综合,http://xcblive.hbcoal.com/3/sd/live.m3u8
淮北新闻频道,https://live.hbnews.net/video/xwzh/index.m3u8
淮河能源综合,http://play.hhnynews.com/hhny/live.m3u8?auth_key=1703034891-0-0-e2b8cb04e5a9ebdd98c5c2a35829414f
桓台影视,http://qrh.yimkj.cn/山东齐鲁.php?id=zbht2
桓台综合,http://qrh.yimkj.cn/山东齐鲁.php?id=zbht1
黄陂新闻频道,http://livehprm.hptv.com.cn/zbpd/sd/live.m3u8
黄岛生活,http://qrh.yimkj.cn/山东齐鲁.php?id=qdhdsh
黄冈生活频道,https://huanggang-live21.cjyun.org/10210/s10210-xwgg.m3u8?auth_key=1735660799-0-0-39c6d712b6337fbdefe84e2d22e34513
黄冈新闻频道,https://huanggang-live21.cjyun.org/10210/s10210-xwzh.m3u8?auth_key=1735660799-0-0-d97fed8905fc6066ed8fa063e40b13c0#https://huanggang-live21.cjyun.org/10210/s10210-xwzh.m3u8?auth_key=1735660799-0-0-d97fed8905fc6066ed8fa063e40b13c0#@http://58.19.210.49:18083/live/hls/10.m3u8#http://183.92.4.163:4000/rtp/228.0.0.224:6108
黄河电视台,http://liveflash.sxrtv.com/live/huanghe.m3u8?sub_m3u8=true&edge_slice=true#kdsvod://http://v.91kds.com/b7/tidenew.m3u8?id=sxhh&pwd=jsdecode#kdsvod://tide://http://livehhhttps.sxrtv.com/lsdream/lce1mC4/800/&lce1mC4
黄骅一套,http://play-a2.quklive.com/live/1677666138089120.m3u8
黄石新闻综合,https://huangshifb-live21.cjyun.org/10200/s10200-huangshitv01.m3u8?auth_key=1735660799-0-0-a2a4204859d1b4447db4050a4bc202b1#htmlplay://https://web.guangdianyun.tv/tv/?id=3031&uin=3065
潢川综合频道,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8#http://live.dxhmt.cn:9081/tv/11526-1.m3u8
珲春新闻综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8?zjild#http://stream8.jlntv.cn/hctv/sd/live.m3u8
辉南新闻综合,http://stream5.jlntv.cn/hn/sd/live.m3u8#kdsvod://http://v.91kds.com/b7/jltv.m3u8?id=jlthhn1&pwd=jsdecode#http://stream5.jlntv.cn/hn/sd/live.m3u8?zjild#http://stream5.jlntv.cn/hn/sd/live.m3u8
辉县新闻综合,http://tvpull.dxhmt.cn:9081/tv/10782-1.m3u8#http://live.dxhmt.cn:9081/tv/10782-1.m3u8
会东综合,http://live.schdxww.com:90/live/xwzh.m3u8?zsicd#http://live.schdxww.com:90/live/xwzh.m3u8#http://file.i0834.cn/nmip-media/channellive/channel115335/playlist.m3u8#http://live.schdxww.com:90/live/xwzh.m3u8#rtmp://tv.drs.i0834.cn/channellive/huidong
会宁综合频道,https://p2.vzan.com/419307/577613453950840330/live.m3u8?zbid=419307&tpid=1123075119&type=0
惠东综合,http://php.jdshipin.com:8880/chudian.php?id=hdzh
惠民影视,http://qrh.yimkj.cn/山东齐鲁.php?id=bzhmys
惠民综合,http://qrh.yimkj.cn/山东齐鲁.php?id=bzhmzh
惠阳电视台,http://php.jdshipin.com:8880/chudian.php?id=hytv
获嘉综合频道,http://tvpull.dxhmt.cn:9081/tv/10724-1.m3u8#http://live.dxhmt.cn:9081/tv/10724-1.m3u8
霍尔果斯综合,http://117.190.118.175:9090/stream1/m2e2000.m3u8#http://117.190.118.175:9090/stream1/m2e2000.m3u8?zxinjd
霍山综合频道,http://ahhsdb.chinashadt.com:1936/live/stream:ahws.stream/playlist.m3u8
霍州综合,https://iwlbdjk7.live.sxmty.com/live/hls/768ce7880a2545daac8d20a1910a399b/72b4712ef0224990ab744552c190f28c.m3u8
吉林都市,http://61.138.128.226:19901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
吉临乡村,http://61.138.128.226:19901/tsfile/live/1003_1.m3u8#http://61.138.128.226:19901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
吉林生活,http://61.138.128.226:19901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
吉林公共新闻,http://61.138.128.226:19901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
吉林综艺文化,http://61.138.128.226:19901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
吉林长影频道,http://61.138.128.226:19901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
吉林影视,http://61.138.128.226:19901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
吉林教育,http://61.138.128.226:19901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
吉林市1套,http://61.138.128.226:19901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0#https://living.muzhifm.com/jilinshi/jl_v_zonghe.m3u8?auth_key=1810543316-0-0-6c00b6138e27b96b115a78fe9168ab40
吉林市2套,http://61.138.128.226:19901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
吉林市3套,http://61.138.128.226:19901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
吉木萨尔综合,http://218.31.201.189:9000/api/material/local/mnt/shiping1/prog_index.m3u8#http://218.31.201.189:9000/api/material/local/mnt/shiping1/prog_index.m3u8?zxinjd
吉首综合,https://liveplay-srs.voc.com.cn/hls/tv/143_70175b.m3u8
吉县新闻综合,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8#http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8?zshanxd
即墨综合,http://qrh.yimkj.cn/山东齐鲁.php?id=qdjmxw
济宁公共,http://lives.jnnews.tv/video/s10001-JNTV3/index.m3u8#http://lives.jnnews.tv/video/s10001-JTV3/index.m3u8#http://lives.jnnews.tv/video/s10001-JNTV3/index.m3u8?shandd
济宁教育,http://lives.jnnews.tv/video/s10001-JNTV-2/index.m3u8?shandd#http://lives.jnnews.tv/video/s10001-JTV2/index.m3u8#http://lives.jnnews.tv/video/s10001-JNTV-2/index.m3u8
济宁图文,http://lives.jnnews.tv/video/s10001-JNTV4/index.m3u8?shandd#http://lives.jnnews.tv/video/s10001-JTV4/index.m3u8#http://lives.jnnews.tv/video/s10001-JNTV4/index.m3u8
济宁综合,http://lives.jnnews.tv/video/s10001-JNHTV1/index.m3u8#http://lives.jnnews.tv/video/s10001-JNTV-1/index.m3u8#http://lives.jnnews.tv/video/s10001-JNTV-1/index.m3u8?shandd
济源综合,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8#http://live.dxhmt.cn:9081/tv/19001-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8?zhend
绩溪新闻频道,http://xzbf.fst1994.cn/jxtv/jxzh.m3u8
嘉定电视台,https://pili-live-hls.wdit.com.cn/wditlive/15472c98517744b994e85c9c60cc93cf6a3b.m3u8#https://pili-live-hls.wdit.com.cn/wditlive/15472c98517744b994e85c9c60cc93cf6a3b.m3u8?zshangd
嘉禾新闻综合,https://liveplay-srs.voc.com.cn/hls/tv/184_e3af1a.m3u8
嘉兴公共频道,http://play-a2.quklive.com/live/1675149601192103.m3u8
嘉兴文化影视,http://play-a2.quklive.com/live/1675149625220101.m3u8
嘉兴新闻综合,http://play-a2.quklive.com/live/1675942165226154.m3u8
嘉峪关公共,rtmp://play.kankanlive.com/live/1690854414503922#https://play.kankanlive.com/live/1690854414503922.m3u8
嘉峪关综合,rtmp://play.kankanlive.com/live/1690854462058921#https://play.kankanlive.com/live/1690854462058921.m3u8
郏县综合频道,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8#http://live.dxhmt.cn:9081/tv/10425-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8?zhend
犍为新闻综合,http://r8.vzan.com/v/slowlive_230559508552681163.m3u8
简阳新闻综合,https://tv.cry33.com/cdtvflv.php?id=jyxwzh
建安综合频道,http://tvpull.dxhmt.cn:9081/tv/11003-1.m3u8#http://live.dxhmt.cn:9081/tv/11003-1.m3u8
建德综合频道,http://play-a2.quklive.com/live/1663900509755126.m3u8
剑阁新闻综合,https://tvfile.scjgtv.cn/nmip-media/channellive/channel104126/playlist.m3u8#https://m3u8.channel.dzsm.com/nmip-media/channellive/channel105549/playlist.m3u8#https://tvfile.scjgtv.cn:443/nmip-media/channellive/channel104126/playlist.m3u8
江安综合频道,https://p8.vzan.com/slowlive/917080675626502322/live.m3u8?zbid=1468353950&tpid=1614357566
江津经济,http://222.179.155.21:1935/ch0.m3u8
江津文化,http://222.179.155.21:1935/ch2.m3u8
江津新闻,http://222.179.155.21:1935/ch1.m3u8?zzhongqd#http://222.179.155.21:1935/ch1.m3u8
江陵综合,https://jiangling-live21.cjyun.org/10090/s10090-jltv01.m3u8?auth_key=1735660799-0-0-13b6e4b48ae41886f872c73bd1c92400
江宁综合频道,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8#htmlplay://https://web.guangdianyun.tv/tv/?id=2505&uin=3579#htmlplay://https://web.guangdianyun.tv/tv/?id=2505
江山电视台,http://play-sh.quklive.com/live/1623117710666335.m3u8
江苏城市,http://114.225.119.160:8383/rtp/239.49.9.35:6000#http://49.87.154.246:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
江苏综艺,http://114.225.119.160:8383/rtp/239.49.9.36:6000
江苏体育,http://114.225.119.160:8383/rtp/239.49.9.37:6000#http://49.87.154.246:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
江苏影视,http://114.225.119.160:8383/rtp/239.49.9.38:6000
江苏卡通,http://114.225.119.160:8383/rtp/239.49.9.39:6000
江苏新闻,http://114.225.119.160:8383/rtp/239.49.9.40:6000
江西都市,http://113.195.172.192:808/hls/2/index.m3u8
江西公共,http://113.195.172.192:808/hls/5/index.m3u8
江西教育,https://cdn-live.jxeduyun.com/streams/640f79857ff58.m3u8
江西经济,http://113.195.172.192:808/hls/3/index.m3u8
江西少儿,http://113.195.172.192:808/hls/35/index.m3u8
江西新闻,http://113.195.172.192:808/hls/96/index.m3u8
江西影视,http://113.195.172.192:808/hls/4/index.m3u8
江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8#http://59.175.226.142:280/gb28181/xwzh.m3u8?zhubd
江阴新闻综合,http://221.228.70.101:8080/live/xinwen.m3u8
江油电视台,http://dcpull.sctvcloud.com:80/live/56ce76ab01881000f9f7f6c700000000/playlist.m3u8#rtmp://dcpull.sctvcloud.com/live/56ce76ab01881000f9f7f6c700000000#http://dcpull.sctvcloud.com/live/56ce76ab01881000f9f7f6c700000000/playlist.m3u8
江源综合,http://stream10.jlntv.cn/jiangyuantv/sd/live.m3u8#
姜堰新闻综合,https://jiangyan-tv-hls.cm.jstv.com/jiangyan-tv/jiangyanzh.m3u8#https://jiangyan-tv-hls.cm.jstv.com/jiangyan-tv/jiangyanzh.m3u8?zjiangsd
绛县综合频道,http://push.vyuan8.com/vyuanLCB/28739116575436511.m3u8?auth_key=1735660800-0-0-db14fd925750e46805492e9c9ec3d553
胶州生活,http://qrh.yimkj.cn/山东齐鲁.php?id=qdjzsh
胶州综合,http://qrh.yimkj.cn/山东齐鲁.php?id=qdjzxw
焦作公共频道,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8#http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8?zhend
焦作教育频道,http://zhpull.dxhmt.cn/jiaozuo/9c10435ad24c409baee219ec289e17d0/playlist.m3u8#http://zhpull.dxhmt.cn/jiaozuo/9c10435ad24c409baee219ec289e17d0/playlist.m3u8?zhend
焦作晴彩频道,http://zhpull.dxhmt.cn/jiaozuo/c5eb91b47f0e42318f34fc0247c8acaa/playlist.m3u8
焦作综合频道,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8#http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8?zhend
金川集团综合,rtmp://play.kankanlive.com/live/1689817085593970#https://play.kankanlive.com/live/1689817085593970.m3u8
金川乡村频道,http://live.jinchuanrmt.com:90/live/jcxc.m3u8?zsicd#http://live.jinchuanrmt.com:90/live/jcxc.m3u8#http://139.203.180.9:90/live/jcxc.m3u8
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8#http://139.203.180.9:90/live/zhxw.m3u8#http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd
金湖新闻综合,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8#http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8?zjiangsd
金牛电视台,https://tv.cry33.com/cdtvflv.php?id=jntv
金山电视台,http://livejs1.newsjs.net/jspd/sd/live.m3u8#kdsvod://http://v.91kds.com/b7/hoge.m3u8?ip=shjstv&id=17&pwd=jsdecode
金坛新闻频道,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8#http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8?zjiangsd
金堂电视台,http://live.jtxwzx.com.cn:80/jtdst/hd/live.m3u8#http://live.jtxwzx.com.cn/jtdst/hd/live.m3u8#kdsvod://http://v.91kds.com/b7/sccdtv.m3u8?fmt=hls&id=sccdjt1&pwd=jsdecode#https://tv.cry33.com/cdtvflv.php?id=jttv
金乡生活,http://qrh.yimkj.cn/山东齐鲁.php?id=jijxsh
金乡综合,http://qrh.yimkj.cn/山东齐鲁.php?id=jijxxw
金寨综合频道,https://live.fst1994.net/hls/jinzhaixw/index.m3u8
津南综合,https://play.jinnantv.top/live/JNTV1.flv#https://play.jinnantv.top/live/JNTV1/playlist.m3u8
锦江电视台,https://tv.cry33.com/cdtvflv.php?id=jjtv
锦州新闻综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000277
晋城公共,http://live.jinnews.com.cn/ggpd/sd/live.m3u8?zshanxd#http://live.jinnews.com.cn/ggpd/sd/live.m3u8
晋城新闻,http://live.jinnews.com.cn/xwzh/sd/live.m3u8#http://live.jinnews.com.cn/xwzh/sd/live.m3u8?zshanxd
晋江综合,http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8
晋中公共频道,http://jzlive.jztvnews.com:90/live/jzgg.m3u8
晋中新闻,http://jzlive.jztvnews.com:90/live/jzzh.m3u8?zshanxd#http://jzlive.jztvnews.com:90/live/jzzh.m3u8#http://jzlive.jztvnews.com:83/live/mount_for_ts/jzzh.m3u8
缙云综合,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
泾县文化旅游,https://live.fst1994.net/hls/wenlv/index.m3u8
泾县新闻频道,https://live.fst1994.net/hls/xwzonhe/index.m3u8
荆门教育频道,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
荆门科教文旅,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8#kdsvod://http://v.91kds.com/b7/hoge.m3u8?ip=hbjmtv&id=7&pwd=jsdecode
荆门新闻综合,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8#kdsvod://http://v.91kds.com/b7/hoge.m3u8?ip=hbjmtv&id=4&pwd=jsdecode#http://stream.jmtv.com.cn/xwzh/sd/live.m3u8?zhubd
荆州公共,https://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv02.m3u8?auth_key=1735660799-0-0-1963c999651ea135890d90bcc5ae172d
旌阳综合频道,rtmp://dcpull.sctvcloud.com/live/4b80cb7d018810007ce85c0800000000#http://dcpull.sctvcloud.com/live/4b80cb7d018810007ce85c0800000000/playlist.m3u8
井冈山综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_jgs.m3u8?t=&token=1User-Agent=Lavf/57.83.100
井研新闻综合,http://tvfile.jyrmt.cn:80/nmip-media/channellive/channel104452/playlist.m3u8#http://tvfile.jyrmt.cn/nmip-media/channellive/channel104452/playlist.m3u8#rtmp://tv.jyrmt.cn:1935/chan/ch1
景洪新闻综合,http://livebroadcastjh.ccwb.cn/live/w1644301693833990.m3u8
景泰综合,https://play.kankanlive.com/live/1624439143745981.m3u8?zgand#rtmp://play.kankanlive.com/live/1624439143745981#https://play.kankanlive.com/live/1624439143745981.m3u8
景县综合,http://hbjx.chinashadt.com:1935/live/stream:jx1.stream/playlist.m3u8#http://hbjx.chinashadt.com:1935/live/stream:jx1.stream_360p/playlist.m3u8
靖江新闻,http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8#http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8#http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8#rtmp://visit.jjbctv.com:1935/live/xwzhpc#http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8#rtmp://visit.jjbctv.com:1935/live/xwzhmb
靖西综合,https://lives.myun.tv/live/lnvy1rz5.m3u8#rtmp://live.gxrb.com.cn/gx/jingxi#https://rtmp.gdlive.gdmain.com/live/lnvy1rz5.m3u8
靖宇综合,http://stream8.jlntv.cn/jytv/sd/live.m3u8?zjild#http://stream8.jlntv.cn/jytv/sd/live.m3u8
靖州综合,https://liveplay-srs.voc.com.cn/hls/tv/34_5156ed.m3u8
静宁综合频道,rtmp://play.kankanlive.com/live/1691141121430928#https://play.kankanlive.com/live/1691141121430928.m3u8
九台综合,http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8#http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8?zjild
九寨沟新闻综合,rtmp://dcpull.sctvcloud.com/live/55bea43601881000b9f8373000000000#http://dcpull.sctvcloud.com/live/55bea43601881000b9f8373000000000/playlist.m3u8
酒泉文旅频道,rtmp://play.kankanlive.com/live/1702036477193973#https://play.kankanlive.com/live/1702036477193973.m3u8
酒泉综合频道,rtmp://play.kankanlive.com/live/1702033926169975#https://play.kankanlive.com/live/1702033926169975.m3u8
莒南影视,http://qrh.yimkj.cn/山东齐鲁.php?id=lyjnys
莒南综合,http://qrh.yimkj.cn/山东齐鲁.php?id=lyjnzh
莒县生活,http://qrh.yimkj.cn/山东齐鲁.php?id=rzjx2
莒县新闻,http://qrh.yimkj.cn/山东齐鲁.php?id=rzjxxw
巨野新闻,http://qrh.yimkj.cn/山东齐鲁.php?id=hzjyxw
句容党建频道,http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8#http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8?zjiangsd
句容生活频道,http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8#http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8?zjiangsd
句容新闻综合,http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8#http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8?zjiangsd
句容影视频道,http://jrlive.jrntv.com/live/_definst_/yingshis/playlist.m3u8
鄄城综合,http://qrh.yimkj.cn/山东齐鲁.php?id=hzjczh
浚县电视台,http://tvpull.dxhmt.cn:9081/tv/10621-1.m3u8#http://live.dxhmt.cn:9081/tv/10621-1.m3u8#kdsvod://http://v.91kds.com/b7/hahbxx.m3u8?id=hahbxx1&pwd=jsdecode
开封文化旅游,http://tvpull.dxhmt.cn:9081/tv/10200-3.m3u8#http://live.dxhmt.cn:9081/tv/10200-3.m3u8
开封新闻综合,http://tvpull.dxhmt.cn:9081/tv/10200-2.m3u8#http://live.dxhmt.cn:9081/tv/10200-2.m3u8
开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8?zzhed#http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8#http://play-sh.quklive.com/live/1687917793162029.m3u8
开化新闻综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8?zzhed#http://play-sh.quklive.com/live/1687866203541332.m3u8#http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
开平生活,http://php.jdshipin.com:8880/chudian.php?id=kpsh
